validation_minimum_specificity_target,threshold,validation_recall,validation_specificity,test_recall,test_specificity,test_auprc,test_brier_skill_score,test_predicted_positive_rate
0.5,0.021239244919707703,0.7807486631016043,0.5070084100921105,0.717948717948718,0.48622895183396425,0.04653303857264324,0.006924969580953011,0.5188391038696538
0.55,0.022549323534053083,0.732620320855615,0.551862234681618,0.6666666666666666,0.5333507375016316,0.04653303857264324,0.006924969580953011,0.47161405295315684
0.6,0.024075292444192556,0.6524064171122995,0.6011213456147377,0.6256410256410256,0.5820388983161467,0.04653303857264324,0.006924969580953011,0.4231160896130346
