model,split,n,positive_n,prevalence,auroc,auprc,auprc_lift,brier,brier_skill_score,recall,specificity,precision,f1,tn,fp,fn,tp,weighted_prevalence,weighted_auroc,weighted_auprc,weighted_auprc_lift,weighted_brier,weighted_brier_skill_score,weighted_recall,weighted_specificity,weighted_precision,weighted_f1,weighted_tn,weighted_fp,weighted_fn,weighted_tp,threshold,test_specificity_constraint_passed
blend_0.0_0.0_0.7_0.3,validation,9132,415,0.045444590451160755,0.7871238999821702,0.14635762470732605,3.22057308151157,0.04115703889393039,0.051230348932904124,0.9590361445783132,0.420098657795113,0.07298734641481754,0.1356509884117246,3662.0,5055.0,17.0,398.0,0.03747460980514453,0.8092488012335403,0.1455311326307142,3.8834595847008826,0.034133954479520785,0.053681585930106746,0.9451041255902127,0.47906420540389966,0.06597492707932916,0.1233398627012536,4210.869863995982,4578.911999263437,18.786363855262252,323.4317728853175,0.02323125331773926,
blend_0.0_0.0_0.7_0.3,test,9691,390,0.040243524920028896,0.771187272391444,0.11383364684234738,2.8286201834594573,0.0375451666953896,0.027931270301044364,0.9384615384615385,0.40662294376948716,0.06219201359388275,0.11665338645418327,3782.0,5519.0,24.0,366.0,0.0367912755481922,0.7906171211929232,0.11138186856074934,3.0273989390460883,0.034402556546719296,0.029209618557269224,0.9366830848136393,0.4549649400464704,0.061599994975190524,0.11559781886731275,4246.850100056651,5087.605648605817,22.575282122122903,333.9689692154079,0.02323125331773926,True
