model,split,n,positive_n,prevalence,auroc,auprc,auprc_lift,brier,brier_skill_score,recall,specificity,precision,f1,tn,fp,fn,tp,weighted_prevalence,weighted_auroc,weighted_auprc,weighted_auprc_lift,weighted_brier,weighted_brier_skill_score,weighted_recall,weighted_specificity,weighted_precision,weighted_f1,weighted_tn,weighted_fp,weighted_fn,weighted_tp,threshold,test_specificity_constraint_passed
blend_0.0_0.0_0.7_0.3,validation,9132,415,0.045444590451160755,0.7867775334445504,0.14649912102982565,3.223686682516549,0.04115912703237811,0.05118221227293862,0.9614457831325302,0.420098657795113,0.07315731573157316,0.13596864883285056,3662.0,5055.0,16.0,399.0,0.03747460980514453,0.8088544974976382,0.14337350158315765,3.825883773804504,0.03414430668359241,0.05339458486361537,0.9497438920112061,0.47578064856398616,0.0658895605758451,0.12322990650772718,4182.00811563753,4607.77374762189,17.19855163575838,325.01958510482143,0.023227178771059433,
blend_0.0_0.0_0.7_0.3,test,9691,390,0.040243524920028896,0.7673238885259098,0.11219871643763638,2.7879942589670104,0.037647838121637286,0.025273040449551254,0.9307692307692308,0.4067304590904204,0.06172419656521,0.11577100940838782,3783.0,5518.0,27.0,363.0,0.0367912755481922,0.7879912729178694,0.11046306308583341,3.002425478321346,0.03436183576382174,0.030358700146833062,0.9242495768995465,0.4554960008188233,0.06088777683831564,0.11424904713569868,4251.807263336032,5082.648485326441,27.00837789285241,329.5358734446783,0.023227178771059433,True
