model,split,n,positive_n,prevalence,auroc,auprc,auprc_lift,brier,brier_skill_score,recall,specificity,precision,f1,tn,fp,fn,tp,weighted_prevalence,weighted_auroc,weighted_auprc,weighted_auprc_lift,weighted_brier,weighted_brier_skill_score,weighted_recall,weighted_specificity,weighted_precision,weighted_f1,weighted_tn,weighted_fp,weighted_fn,weighted_tp,threshold
blend_0.0_0.4_0.4_0.2,19-44,3358,45,0.013400833829660513,0.872321159070329,0.07835371544683112,5.846928366010197,0.013014649078554298,0.015626539140576545,0.8222222222222222,0.7588288560217326,0.04425837320574163,0.08399545970488081,2514.0,799.0,8.0,37.0,0.013729208354473254,0.8738466768228753,0.07137423764818163,5.198714725960616,0.013408369013050996,0.00977408932635293,0.8406278604037779,0.7482613226822397,0.04441918438597958,0.08437970422269929,3171.2684500309388,1066.914593645722,9.402458754140234,49.59441973391839,0.024972616817163548
blend_0.0_0.4_0.4_0.2,45-64,3702,169,0.045650999459751485,0.7222133828635167,0.11515933474016007,2.5226027053732105,0.042421455454326774,0.026293539365476404,0.9349112426035503,0.31135012737050666,0.0609803164801235,0.1144927536231884,1100.0,2433.0,11.0,158.0,0.04917401470341065,0.7186663838957481,0.12368308766846571,2.5152123212727475,0.04535684351209117,0.02992320845511609,0.939735981571344,0.2940426907629146,0.06440921095714262,0.12055558007230929,1013.6934012065888,2433.7427468455503,10.744567608489358,167.5470214465848,0.024972616817163548
blend_0.0_0.4_0.4_0.2,65+,2631,176,0.0668947168377043,0.6599356600629513,0.12322758038734988,1.8421122954495313,0.06144233048984847,0.015659822565404657,0.9659090909090909,0.09979633401221996,0.07142857142857142,0.13302034428794993,245.0,2210.0,6.0,170.0,0.06744884361938412,0.659387588583679,0.12462543017014707,1.8477029921137296,0.061829104105993425,0.017017512967744453,0.9727373113207912,0.10455840087767602,0.07284698259233979,0.13554330989327648,172.3997137016372,1476.4368432320275,3.251233306781697,116.0045504876162,0.024972616817163548
