model,split,n,positive_n,prevalence,auroc,auprc,auprc_lift,brier,brier_skill_score,recall,specificity,precision,f1,tn,fp,fn,tp,weighted_prevalence,weighted_auroc,weighted_auprc,weighted_auprc_lift,weighted_brier,weighted_brier_skill_score,weighted_recall,weighted_specificity,weighted_precision,weighted_f1,weighted_tn,weighted_fp,weighted_fn,weighted_tp,threshold,test_specificity_constraint_passed
blend_0.0_0.4_0.4_0.2,validation,9132,415,0.045444590451160755,0.7862979277440149,0.14990990076098348,3.2987402740947016,0.04105974864561224,0.05347312531890547,0.9590361445783132,0.4219341516576804,0.07320213352951996,0.13602187286397813,3678.0,5039.0,17.0,398.0,0.03747460980514453,0.810065608903477,0.14754732216650396,3.9372610664580847,0.034087577587350315,0.05496732348139399,0.952377127784207,0.48446677662543586,0.06709852930407875,0.12536465029420316,4258.357286534008,4531.424576725411,16.297410595923377,325.92072614465644,0.024972616817163548,
blend_0.0_0.4_0.4_0.2,test,9691,390,0.040243524920028896,0.7689790731076613,0.11155562065143347,2.772014153161645,0.03739574772639504,0.03179982436985085,0.9358974358974359,0.41490162348134607,0.0628551747890477,0.11779893496853316,3859.0,5442.0,25.0,365.0,0.0367912755481922,0.7877691542472083,0.10967194807520536,2.9809226899879606,0.03419557373905312,0.035050373982915106,0.9343748789059544,0.4668040303864035,0.06273652050842757,0.11757849481506476,4357.361564939174,4977.094183723296,23.398259669411292,333.14599166811956,0.024972616817163548,True
